#{"t_start": 1605293783.302526, "env_id": null}
r,l,t
0.9,45,3389.434999
0.8,43,3390.359253
0.8,155,3393.208299
0.8,270,3407.909718
0.8,190,3411.530001
0.8,30,3412.1726
0.8,233,3416.934448
0.8,101,3427.650607
2.0,19,3428.024063
0.8,21,3428.467024
0.8,141,3431.260386
0.8,22,3431.684795
0.8,32,3432.302347
0.8,21,3432.793005
0.8,20,3433.192228
0.8,43,3434.078763
0.9,222,3447.187824
0.8,52,3448.252126
0.8,23,3448.684163
0.9,183,3452.206123
0.8,50,3453.234406
0.8,54,3454.249877
2.0,21,3454.667139
0.8,45,3464.1253
1.0,58,3465.21577
0.8,21,3465.646512
0.9,144,3468.349246
2.0,22,3468.780837
0.8,21,3469.184222
0.9,78,3470.582643
0.9,85,3472.158059
0.9,73,3482.550097
0.9,29,3483.133353
0.9,145,3486.022451
2.0,20,3486.464508
0.8,24,3486.915219
2.0,21,3487.391106
0.8,51,3488.443283
2.0,20,3488.845234
0.9,40,3489.598762
2.0,21,3490.0392
0.7,22,3490.528142
0.8,198,3503.285774
0.8,22,3503.75437
2.0,21,3504.166548
0.8,204,3508.084341
0.9,401,3524.842901
2.0,21,3525.275546
0.8,31,3525.935182
0.9,337,3541.306376
0.8,47,3542.231928
0.8,46,3543.1628
0.8,22,3543.62777
2.0,20,3544.027717
0.9,54,3545.168813
0.9,122,3547.552646
0.9,108,3558.874832
0.8,42,3559.685698
0.8,44,3560.544909
0.8,60,3561.75307
2.0,21,3562.156777
0.8,58,3563.487662
0.9,36,3564.306066
0.0,401,3580.78532
2.0,24,3581.259525
0.8,118,3583.621239
0.8,43,3584.472353
0.8,22,3584.914753
0.8,21,3585.458763
0.8,151,3597.184786
2.0,21,3597.62159
0.8,105,3599.696798
0.8,52,3600.738948
0.9,105,3602.8427
0.9,171,3605.962554
0.9,64,3615.818958
0.9,35,3616.512017
0.9,117,3618.71087
0.9,166,3621.814581
0.8,33,3622.530557
0.8,211,3635.224257
0.9,73,3636.73166
0.9,352,3652.499185
0.9,116,3654.919174
0.8,21,3655.4283
0.8,49,3656.480177
0.8,52,3657.567172
0.8,71,3659.065449
0.9,58,3660.311882
0.8,22,3660.806998
0.9,154,3673.013964
0.8,167,3676.614447
0.8,20,3677.03317
0.8,21,3677.460129
0.9,348,3693.376428
0.8,21,3693.876327
0.8,164,3697.284724
0.8,93,3699.269476
0.9,35,3699.955584
0.8,22,3700.411749
0.8,21,3700.847393
0.9,147,3712.454951
0.8,105,3714.583649
0.8,22,3715.052217
2.0,21,3715.493347
0.9,32,3716.155761
0.8,22,3716.630437
0.8,21,3717.076323
0.9,142,3719.964769
0.8,139,3731.36578
0.8,22,3731.850074
0.8,30,3732.438084
0.9,73,3733.877508
2.0,21,3734.283535
0.8,21,3734.710593
0.8,33,3735.335963
0.8,22,3735.844018
2.0,118,3738.111486
0.9,57,3739.211462
2.0,21,3739.648499
2.0,22,3740.121632
0.8,21,3748.955881
0.8,22,3749.411157
0.8,22,3749.836239
0.8,21,3750.272713
0.8,109,3752.462401
0.8,21,3752.882378
2.0,21,3753.313737
1.0,34,3753.988673
2.0,21,3754.398114
0.8,40,3755.264703
0.8,27,3755.789458
0.8,31,3756.435745
0.8,21,3756.896293
0.8,50,3757.91212
0.8,28,3758.454993
2.0,22,3758.934583
0.8,65,3768.91544
0.9,161,3772.422822
0.8,27,3773.064941
0.9,68,3774.591161
0.8,22,3775.119184
0.9,143,3778.186041
0.8,24,3778.729123
2.0,21,3787.758779
0.8,73,3789.293771
0.9,124,3791.762516
0.8,24,3792.270621
0.9,52,3793.370413
0.8,20,3793.825774
0.8,22,3794.336782
0.8,23,3794.859498
0.8,22,3795.359507
0.8,22,3795.830387
0.8,23,3796.278745
0.8,21,3796.750768
0.9,210,3809.791005
0.8,20,3810.251978
0.8,23,3810.736232
0.8,21,3811.213737
0.9,186,3814.998697
0.8,23,3815.517981
0.8,35,3816.292768
0.8,23,3816.842527
0.8,100,3827.448407
2.0,22,3827.923603
0.8,22,3828.409704
0.8,24,3828.886229
0.8,23,3829.357777
2.0,24,3829.901719
0.8,79,3831.51772
0.9,223,3835.899454
0.9,43,3845.280232
0.9,57,3846.474703
2.0,22,3846.953035
0.8,21,3847.387367
0.8,47,3848.298489
0.8,48,3849.252811
0.8,30,3849.844777
0.8,69,3851.208961
0.8,24,3851.648712
0.8,164,3854.783419
0.8,20,3855.229076
0.8,43,3864.595573
0.8,127,3867.098335
0.8,108,3869.311365
1.0,143,3872.188767
2.0,30,3872.783553
0.8,21,3873.189003
0.8,50,3882.746543
0.8,22,3883.181733
0.8,22,3883.641963
0.8,269,3889.219219
0.8,51,3890.274674
0.8,23,3890.760412
0.8,22,3891.25561
0.8,32,3891.94432
2.0,20,3892.367463
2.0,20,3892.81127
0.9,121,3904.121773
0.9,337,3910.746474
0.8,22,3911.216182
1.0,41,3912.022558
0.8,24,3920.946015
0.9,123,3923.37167
0.9,79,3924.853689
0.8,34,3925.508914
0.8,66,3926.749503
0.8,52,3927.758653
0.8,22,3928.210401
0.8,21,3928.618429
0.9,81,3930.311221
0.9,135,3942.042277
0.8,22,3942.540102
0.8,37,3943.321288
0.8,23,3943.830695
0.8,45,3944.734696
0.8,53,3945.829688
0.8,47,3946.778167
0.8,126,3949.220439
0.8,96,3959.821145
0.9,200,3963.963268
0.8,195,3967.977282
2.0,20,3968.39836
0.8,110,3979.239675
0.9,168,3982.604086
1.0,69,3983.926616
0.8,23,3984.406665
0.9,91,3986.352292
0.8,27,3986.877787
0.8,30,3987.470292
0.8,11,3987.692528
0.8,23,3988.161277
0.8,118,3999.122495
0.8,235,4004.054265
2.0,21,4004.539252
0.8,77,4006.17014
0.8,57,4007.474128
2.0,21,4017.243953
0.8,62,4018.468152
2.0,22,4018.986947
0.9,287,4024.706698
0.8,63,4025.913716
0.9,46,4026.846936
0.8,22,4027.252073
0.8,33,4036.489744
0.8,47,4037.414142
0.9,352,4044.382746
0.9,62,4045.620385
0.8,22,4046.069018
0.8,58,4056.755139
2.0,20,4057.280361
0.9,130,4060.701936
0.8,146,4064.40755
1.0,227,4081.846943
0.8,37,4082.897872
1.0,118,4086.256832
0.9,131,4089.750057
0.8,58,4091.2013
0.0,401,4112.678484
0.8,96,4115.231244
0.8,121,4129.955626
0.8,45,4131.02854
0.8,57,4132.443056
0.9,146,4136.293516
0.8,122,4139.676257
0.8,96,4142.168152
0.9,275,4160.880152
0.9,267,4167.814374
0.8,225,4185.302274
0.0,23,4185.916281
0.8,66,4187.676323
0.9,127,4191.083226
